Name,Category,File,File Name,分类,图标名,标签,Tag
align horizontally,Edit,https://wentin.github.io/IconPark/source/Edit/align-horizontally.svg,align-horizontally,编辑,水平对齐,"居中对齐, 中间对齐, 对齐","align middle alignment, alignment"
chicken leg,Foods,https://wentin.github.io/IconPark/source/Foods/chicken-leg.svg,chicken-leg,餐饮,鸡腿,"鸡肉, 鸡腿, 肉, 鸡","chicken, chicken, meat, chicken"
vertical timeline,Charts,https://wentin.github.io/IconPark/source/Charts/vertical-timeline.svg,vertical-timeline,图表,垂直时间线,"时间线, 时间, 数据, 分析, 图表","timeline, time, data, analysis, chart"
popcorn,Foods,https://wentin.github.io/IconPark/source/Foods/popcorn.svg,popcorn,餐饮,爆米花,"爆米花, 娱乐, 食物, 电影, 肥胖","popcorn, entertainment, food, movies, obese"
honey one,Foods,https://wentin.github.io/IconPark/source/Foods/honey-one.svg,honey-one,餐饮,蜂蜜,"糖, 甜品, 甜食, 蜜糖","sugar, desserts, sweets, honey"
off screen two,Arrows,https://wentin.github.io/IconPark/source/Arrows/off-screen-two.svg,off-screen-two,方向,全局缩小2,"缩小, 小屏","narrow, small screen"
waterfalls v,Base,https://wentin.github.io/IconPark/source/Base/waterfalls-v.svg,waterfalls-v,基础,瀑布流纵向,"瀑布, 排版, 界面, 顺序","waterfall, layout, interface, order"
down one,Arrows,https://wentin.github.io/IconPark/source/Arrows/down-one.svg,down-one,方向,下1,下1,under 1
copy link,Edit,https://wentin.github.io/IconPark/source/Edit/copy-link.svg,copy-link,编辑,复制链接,"链接, 复制链接, 地址","link, copy link address"
find one,Office,https://wentin.github.io/IconPark/source/Office/find-one.svg,find-one,办公,搜查,"扫描, 检索, 搜索, 查找, 寻找","scan, search, search, find, find"
calendar thirty two,Time,https://wentin.github.io/IconPark/source/Time/calendar-thirty-two.svg,calendar-thirty-two,时间,日历,"日历, 日期, 时间, 期限, 长期","calendar, date, time, duration, long-term"
nested arrows,Abstract,https://wentin.github.io/IconPark/source/Abstract/nested-arrows.svg,nested-arrows,抽象,嵌套箭头,嵌套箭头,nested arrow
brightness,Edit,https://wentin.github.io/IconPark/source/Edit/brightness.svg,brightness,编辑,亮度,"显示, 显示屏, 明暗","show, display, light and shade"
astonished face,Emoji,https://wentin.github.io/IconPark/source/Emoji/astonished-face.svg,astonished-face,表情,张大嘴,张大嘴,big mouth
list view,Office,https://wentin.github.io/IconPark/source/Office/list-view.svg,list-view,办公,列表视图,"列表, 表单","lists, forms"
dividing line,ContentEdit,https://wentin.github.io/IconPark/source/ContentEdit/dividing-line.svg,dividing-line,内容编辑,分割线,"分割线, 区分, 线段","dividing lines, distinguish, segment"
six points,Abstract,https://wentin.github.io/IconPark/source/Abstract/six-points.svg,six-points,抽象,六个点,六个点,six points
doc search two,Books,https://wentin.github.io/IconPark/source/Books/doc-search-two.svg,doc-search-two,书籍,文档搜索,文档搜索,document search
home,Base,https://wentin.github.io/IconPark/source/Base/home.svg,home,基础,首页,"首页 , 房子,  主页 ","home, house, home"
right small,Arrows,https://wentin.github.io/IconPark/source/Arrows/right-small.svg,right-small,方向,右-小,"箭头, 右",arrow right
neutral face,Emoji,https://wentin.github.io/IconPark/source/Emoji/neutral-face.svg,neutral-face,表情,正常标签,正常标签,normal label
quote,Edit,https://wentin.github.io/IconPark/source/Edit/quote.svg,quote,编辑,引用,"引号, 引用, 附言","quotes, quote, postscript"
viencharts,Charts,https://wentin.github.io/IconPark/source/Charts/viencharts.svg,viencharts,图表,维恩图,"数据, 维恩, 图表","data, wien, chart"
arrow circle down,Arrows,https://wentin.github.io/IconPark/source/Arrows/arrow-circle-down.svg,arrow-circle-down,方向,下-箭头,"向下, 箭头, 圆圈箭头","down arrow, circle arrows"
symmetry,Abstract,https://wentin.github.io/IconPark/source/Abstract/symmetry.svg,symmetry,抽象,对称,"对称, 抽象, 编辑, 操作","symmetrical, abstract, edit, manipulate"
weixin mini app,Others,https://wentin.github.io/IconPark/source/Others/weixin-mini-app.svg,weixin-mini-app,其它,微信小程序,"小程序, 图标","applet, icon"
download three,Arrows,https://wentin.github.io/IconPark/source/Arrows/download-three.svg,download-three,方向,下载3,"下, 下载",under download
multi circular,Abstract,https://wentin.github.io/IconPark/source/Abstract/multi-circular.svg,multi-circular,抽象,多圆形,"多圆形, 圆形, 叠加, 缩放","multi-round, round, overlay, scaling"
building four,Build,https://wentin.github.io/IconPark/source/Build/building-four.svg,building-four,建筑,建筑,"建筑, 楼房, 建筑, 高楼","architecture, building, construction, high-rise"
expand right,Base,https://wentin.github.io/IconPark/source/Base/expand-right.svg,expand-right,基础,展开,"展开, 浮层, 抽屉, 示例","expand, blanket, drawer, sample"
table report,Abstract,https://wentin.github.io/IconPark/source/Abstract/table-report.svg,table-report,抽象,报表,"广告报表, 抽象","advertising report, abstract"
palace,Build,https://wentin.github.io/IconPark/source/Build/palace.svg,palace,建筑,宫殿,"银行, 建筑, 房子, 宫殿, 居住","banking, construction, house, palace, residential"
painted eggshell,Foods,https://wentin.github.io/IconPark/source/Foods/painted-eggshell.svg,painted-eggshell,餐饮,彩蛋,"egg, 鸡蛋, 蛋","egg, eggs, egg"
cube four,Abstract,https://wentin.github.io/IconPark/source/Abstract/cube-four.svg,cube-four,抽象,魔方,魔方 六边形 立方体,rubik cube hexagon
hand left,Hands,https://wentin.github.io/IconPark/source/Hands/hand-left.svg,hand-left,手势,向左指,"向左, 左边, 手, 手势, hand","left, left, hand gestures, hand"
right small up,Arrows,https://wentin.github.io/IconPark/source/Arrows/right-small-up.svg,right-small-up,方向,右上-小,右上-小,top right - small
game emoji,Abstract,https://wentin.github.io/IconPark/source/Abstract/game-emoji.svg,game-emoji,抽象,游戏表情,游戏表情,game face
cutting one,Edit,https://wentin.github.io/IconPark/source/Edit/cutting-one.svg,cutting-one,编辑,裁切,"裁剪, 剪切, 编辑, 剪刀","cut, cut, edit, scissors"
female,Base,https://wentin.github.io/IconPark/source/Base/female.svg,female,基础,女性,"女, 性别, 符号","female, gender, symbol"
texture,Abstract,https://wentin.github.io/IconPark/source/Abstract/texture.svg,texture,抽象,纹理,纹理,grain
receiver,Others,https://wentin.github.io/IconPark/source/Others/receiver.svg,receiver,其它,接收器,"信号, 接收, 卫星, 发现","signal reception, satellite, found"
click tap,Base,https://wentin.github.io/IconPark/source/Base/click-tap.svg,click-tap,基础,点击,"点击率, 点击效果, 按键, 触发","click, click-effects, buttons, trigger"
search,Base,https://wentin.github.io/IconPark/source/Base/search.svg,search,基础,搜索,"搜索, 查找, 放大镜","search, find, magnifying glass"
bowl one,Foods,https://wentin.github.io/IconPark/source/Foods/bowl-one.svg,bowl-one,餐饮,碗,"容器, 饭菜, 餐饮, 餐具","container, food, food and beverage, tableware"
bachelor cap,Clothes,https://wentin.github.io/IconPark/source/Clothes/bachelor-cap.svg,bachelor-cap,服饰,学士帽,"帽子, 学士, 博士帽","hats, bachelor, dr. cap"
shorts,Clothes,https://wentin.github.io/IconPark/source/Clothes/shorts.svg,shorts,服饰,短裤,"短裤, 运动裤, 训练裤","shorts, sports pants, training pants"
endpoint square,Edit,https://wentin.github.io/IconPark/source/Edit/endpoint-square.svg,endpoint-square,编辑,平头端点,端点类型,endpoint type
snowflake,Weather,https://wentin.github.io/IconPark/source/Weather/snowflake.svg,snowflake,天气,雪花,"雪花, 下雪, 天气, 寒冷, 大雪","snow, snow, weather, cold, snow"
preview open,Base,https://wentin.github.io/IconPark/source/Base/preview-open.svg,preview-open,基础,预览-打开,"可见, 眼睛, 打开","visible, eyes open"
error,Character,https://wentin.github.io/IconPark/source/Character/error.svg,error,符号,错误,"错误, 不正确, 关闭","wrong, incorrect, shut down"
shuffle,Arrows,https://wentin.github.io/IconPark/source/Arrows/shuffle.svg,shuffle,方向,洗牌,"刷新, 混合, 回库, 交叉","refresh, mix, back to the library, cross"
barbecue,Foods,https://wentin.github.io/IconPark/source/Foods/barbecue.svg,barbecue,餐饮,烧烤,"食物, 肉, 饭菜, 夜宵, 烤","food, meat, meal, supper, roast"
music rhythm,Music,https://wentin.github.io/IconPark/source/Music/music-rhythm.svg,music-rhythm,声音,音乐律动,音乐律动,music rhythm
rectangular vertebra,Abstract,https://wentin.github.io/IconPark/source/Abstract/rectangular-vertebra.svg,rectangular-vertebra,抽象,矩形椎体,矩形椎体,rectangular vertebral
pure natural,Health,https://wentin.github.io/IconPark/source/Health/pure-natural.svg,pure-natural,医疗健康,纯天然,"绿色, 天然, 无公害, 健康","green, natural, pollution-free, healthy"
caution,Base,https://wentin.github.io/IconPark/source/Base/caution.svg,caution,基础,报错,"错误, 警示, 提示, 报警","errors, warnings, tips, alarm"
help,Character,https://wentin.github.io/IconPark/source/Character/help.svg,help,符号,帮助,"问题, 疑问, 帮助","question, doubt, help"
figma flatten selection,Arrows,https://wentin.github.io/IconPark/source/Arrows/figma-flatten-selection.svg,figma-flatten-selection,方向,Figma 选择箭头,"向下箭头, 箭头","down arrow, arrow"
push door,Build,https://wentin.github.io/IconPark/source/Build/push-door.svg,push-door,建筑,推门,推门 开门,push open the door
internal reduction,Edit,https://wentin.github.io/IconPark/source/Edit/internal-reduction.svg,internal-reduction,编辑,内部缩小,内部缩小,internal shrink
align right,Edit,https://wentin.github.io/IconPark/source/Edit/align-right.svg,align-right,编辑,右对齐,"右对齐, 对齐","align right, align"
the single shoulder bag,Clothes,https://wentin.github.io/IconPark/source/Clothes/the-single-shoulder-bag.svg,the-single-shoulder-bag,服饰,单肩包,"单肩包, 挎包","shoulder bag, satchel"
manual gear,Others,https://wentin.github.io/IconPark/source/Others/manual-gear.svg,manual-gear,其它,手动挡,手动挡 汽车,manual transmission car
level five title,Edit,https://wentin.github.io/IconPark/source/Edit/level-five-title.svg,level-five-title,编辑,五级标题,"5号字体, 第五级别标题, 五级","5 font, fifth grade title, five"
bridge two,Build,https://wentin.github.io/IconPark/source/Build/bridge-two.svg,bridge-two,建筑,桥,大桥,bridge
leaf,Others,https://wentin.github.io/IconPark/source/Others/leaf.svg,leaf,其它,叶子,"植物, 生物, 叶子, 树叶, 大树, 生命, 活力, 环保, 新能源","plant, biology, leaf, leaves, trees, life, energy, environmental protection, new energy"
financing,Money,https://wentin.github.io/IconPark/source/Money/financing.svg,financing,钱财,理财,"货币兑换, 钱币, 金属钱币, 财产, 铜钱","currency exchange, coins, metal coins, property, coins"
headwear,Clothes,https://wentin.github.io/IconPark/source/Clothes/headwear.svg,headwear,服饰,头饰,"装饰, 发夹","decoration, hairpin"
orange,Foods,https://wentin.github.io/IconPark/source/Foods/orange.svg,orange,餐饮,橙子,水果,fruit
table lamp,Base,https://wentin.github.io/IconPark/source/Base/table-lamp.svg,table-lamp,基础,台灯,台灯 灯光 书桌,desk lamp lighting
cycle,Arrows,https://wentin.github.io/IconPark/source/Arrows/cycle.svg,cycle,方向,循环,"连续, 持续, 轮回, 圆圈, 链接, 抽象","continuous, continuous, cycle, circle, link, abstract"
loading three,Base,https://wentin.github.io/IconPark/source/Base/loading-three.svg,loading-three,基础,加载,"等待, 加载, 转圈, 缓冲","wait, load, circling, buffer"
block five,Others,https://wentin.github.io/IconPark/source/Others/block-five.svg,block-five,其它,俄罗斯方块,"俄罗斯方块, 拼接, 模块, 组合, 组件, 游戏, 娱乐, 乐高, 魔方","tetris, high stitching, modules, combined, components, games, entertainment, music, rubik's cube"
add,Character,https://wentin.github.io/IconPark/source/Character/add.svg,add,符号,添加,"新建, 增加, 创建","new, increase, create"
phone telephone,Base,https://wentin.github.io/IconPark/source/Base/phone-telephone.svg,phone-telephone,基础,电话,"电话, 呼叫, 通话","phone, call, call"
shaver,Hardware,https://wentin.github.io/IconPark/source/Hardware/shaver.svg,shaver,硬件,剃须刀,"电器, 男士用品, 刮胡刀, 剃胡刀","appliances, men's products, razor, razor"
deadline sort,Charts,https://wentin.github.io/IconPark/source/Charts/deadline-sort.svg,deadline-sort,图表,按截止日期排序,"截止, 关闭, 排序, 截止日期, 图表, 数据, charts","as of closing, sort, cut-off date, charts, data, charts"
injection,Health,https://wentin.github.io/IconPark/source/Health/injection.svg,injection,医疗健康,打针,"麻醉, 麻醉科","anesthesia, anesthesiology"
bookmark one,Base,https://wentin.github.io/IconPark/source/Base/bookmark-one.svg,bookmark-one,基础,书签,"书签, 多书签","bookmarks, bookmarks and more"
xigua,Brand,https://wentin.github.io/IconPark/source/Brand/xigua.svg,xigua,品牌,西瓜视频,"西瓜, 视频, 场视频, logo, 字节跳动","watermelon, video, video games, logo, beating bytes"
align text both one,Edit,https://wentin.github.io/IconPark/source/Edit/align-text-both-one.svg,align-text-both-one,编辑,文字两边对齐1,"文字对齐, 左右对齐, 两边对齐","text alignment, left alignment, justify"
sphere,Abstract,https://wentin.github.io/IconPark/source/Abstract/sphere.svg,sphere,抽象,圆球,圆球 球体,ball sphere
swimming pool,Sports,https://wentin.github.io/IconPark/source/Sports/swimming-pool.svg,swimming-pool,运动,游泳池,"水池, 游泳, 潜水, 下水, 泡水, 泡澡, 河, 水塘","pool, swimming, diving, water, soaked in water, bath, river, pond"
